name,zipCode,neighborhood,councilDistrict,policeDistrict,Location 1
THE GARRETT LOUNGE,21218,Coldstream Homestead Montebello,14,NORTHEASTERN,"2510 GARRETT AVE
Baltimore, MD
"
THE GENTLEMAN'S GOLD CLUB,21205,Armistead Gardens,2,SOUTHEASTERN,"5801 PULASKI HWY
Baltimore, MD
"
THE GIN  MILL,21224,Canton,1,SOUTHEASTERN,"2300 BOSTON ST
Baltimore, MD
"
THE GLASS GRILL,21224,Eastwood,2,SOUTHEASTERN,"6804 EASTERN AVE
Baltimore, MD
"
THE GODDESS,21201,Downtown,11,CENTRAL,"36 EUTAW ST
Baltimore, MD
"
THE GREENE TURTLE,21231,Fells Point,1,SOUTHEASTERN,"722 BROADWAY
Baltimore, MD
"
THE HOLLOW BAR & GRILL,21212,Rosebank,4,NORTHERN,"5921 YORK RD
Baltimore, MD
"
THE HORSE YOU CAME IN ON,21231,Fells Point,1,SOUTHEASTERN,"1626 THAMES ST
Baltimore, MD
"
THE HUBCAP INN,21206,Cedmont,2,NORTHEASTERN,"6003 BELAIR RD
Baltimore, MD
"
THE IBIS TAVERN,21214,Westfield,3,NORTHEASTERN,"6016 HARFORD RD
Baltimore, MD
"
"THE INNER HARBOR MARINA OF BALTIMORE, INC.",21230,Federal Hill,11,CENTRAL,"400 KEY HWY
Baltimore, MD
"
THE LAUGHING PINT,21224,Highlandtown,1,SOUTHEASTERN,"3531 GOUGH ST
Baltimore, MD
"
THE LIFE OF REILLY IRISH PUB & RESTAURANT,21231,Butcher's Hill,1,SOUTHEASTERN,"2031 FAIRMOUNT AVE
Baltimore, MD
"
THE LODGE BAR,21202,Downtown,11,CENTRAL,"10 MARKET PL
Baltimore, MD
"
THE LOOP,21229,Irvington,8,SOUTHWESTERN,"4238 FREDERICK AVE
Baltimore, MD
"
THE MORNING EDITION CAFE,21231,Patterson Place,1,SOUTHEASTERN,"153 PATTERSON PARK AVE
Baltimore, MD
"
THE NEW 2 O'CLOCK CLUB,21202,Downtown,11,CENTRAL,"414 BALTIMORE ST
Baltimore, MD
"
THE NEW BUCKETT'S LOUNGE,21213,Broadway East,13,EASTERN,"1432 CHESTER ST
Baltimore, MD
"
THE NEW CASSELL (KITCHEN AREA),21224,Baltimore-Linwood,1,SOUTHEASTERN,"1 CURLEY ST
Baltimore, MD
"
THE NEW CASSELL'S,21224,Baltimore-Linwood,1,SOUTHEASTERN,"1 CURLEY ST
Baltimore, MD
"
THE NEW HAVEN LOUNGE,21218,Hillen,3,NORTHEASTERN,"1552 HAVENWOOD RD
Baltimore, MD
"
THE NEW WYMAN PARK RESTAURANT,21218,Charles Village,7,NORTHERN,"138 25TH ST
Baltimore, MD
"
THE NORTHEAST TAVERN,21214,Westfield,3,NORTHEASTERN,"6016 HARFORD RD
Baltimore, MD
"
THE OCEANAIRE SEAFOOD ROOM,21202,Inner Harbor,1,SOUTHEASTERN,"801 ALICEANNA ST
Baltimore, MD
"
THE OPPOSITE SIDEWALK SALOON,21223,Hollins Market,9,SOUTHERN,"132 CAREY ST
Baltimore, MD
"
THE PLACE,21201,Downtown,11,CENTRAL,"315 FRANKLIN ST
Baltimore, MD
"
THE PREAKNESS LOUNGE,21215,Greenspring,6,NORTHERN,"4103 PIMLICO RD
Baltimore, MD
"
"THE PRIME RIB, INCORPORATED",21202,Mid-Town Belvedere,12,CENTRAL,"1101 CALVERT ST
Baltimore, MD
"
THE QUEST,21224,Brewers Hill,1,SOUTHEASTERN,"3607 FLEET ST
Baltimore, MD
"
THE RED STAR BAR & GRILL,21231,Fells Point,1,SOUTHEASTERN,"906 WOLFE ST
Baltimore, MD
"
THE ROWAN TREE,21230,SBIC,10,SOUTHERN,"1633 CHARLES ST
Baltimore, MD
"
THE SHAMROCK INN,21214,Westfield,3,NORTHEASTERN,"6044 HARFORD RD
Baltimore, MD
"
THE WALTERS ART GALLERY,21201,Otterbein,11,SOUTHERN,"600 CHARLES ST
Baltimore, MD
"
THE WATERFRONT HOTEL,21231,Fells Point,1,SOUTHEASTERN,"1710 THAMES ST
Baltimore, MD
"
THE WHARF RAT CAMDEN YARDS,21201,Inner Harbor,11,CENTRAL,"206 PRATT ST
Baltimore, MD
"
"THE WHISPERING WIND, LLC",21224,Baltimore-Linwood,1,SOUTHEASTERN,"2711 FAYETTE ST
Baltimore, MD
"
THE WINE MARKET (SUITE 135),21230,Riverside,10,SOUTHERN,"921 FORT AVE
Baltimore, MD
"
THE YABBA POT,21218,Charles Village,12,NORTHERN,"2433 ST PAUL ST
Baltimore, MD
"
THIRSTY'S II,21206,Cedmont,2,NORTHEASTERN,"6037 BELAIR RD
Baltimore, MD
"
THORNTON'S PUB,21230,Locust Point,10,SOUTHERN,"1538 CLEMENT ST
Baltimore, MD
"
THREE  ACE'S,21213,Belair-Edison,3,NORTHEASTERN,"3534 belair RD
Baltimore, MD
"
THREE KINGS OF EGYPT,21230,Federal Hill,10,SOUTHERN,"1027 LIGHT ST
Baltimore, MD
"
THUMPER'S,21226,Curtis Bay Industrial Area,10,SOUTHERN,"4600 CURTIS AVE
Baltimore, MD
"
TIBURZI'S CAF LLC,21224,Canton,1,SOUTHEASTERN,"900 KENWOOD AVE
Baltimore, MD
"
TIJUANA TACOS & DELI,21231,Canton,1,SOUTHEASTERN,"2224 FLEET ST
Baltimore, MD
"
TIME CAF,21230,Riverside,10,SOUTHERN,"1107 LIGHT ST
Baltimore, MD
"
TIMOTHY DEAN BISTRO,21231,Upper Fells Point,1,SOUTHEASTERN,"1717 EASTERN AVE
Baltimore, MD
"
TIO PEPE RESTAURANTE,21202,Mount Vernon,11,CENTRAL,"10 FRANKLIN ST
Baltimore, MD
"
TIR NA NOG BAR & GRILL,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST
Baltimore, MD
"
TODD CONNERS,21231,Fells Point,1,SOUTHEASTERN,"700 BROADWAY
Baltimore, MD
"
TOM & OLIVE'S CAFE,21205,Madison-Eastend,13,EASTERN,"2942 MONUMENT ST
Baltimore, MD
"
TOMMY'S LOUNGE,21224,Highlandtown,2,SOUTHEASTERN,"200 CONKLING ST
Baltimore, MD
"
TOM'S BAR,21224,Greektown,2,SOUTHEASTERN,"4719 EASTERN AVE
Baltimore, MD
"
TONY'S PLACE,21218,Waverly,14,NORTHERN,"3801 OLD YORK RD
Baltimore, MD
"
TORAIN'S  HIDE-A-WAY,21213,Broadway East,12,EASTERN,"1701 ELLSWORTH ST
Baltimore, MD
"
TOWER TERRACE RESTAURANT,21205,Dunbar-Broadway,13,EASTERN,"600 WOLFE ST
Baltimore, MD
"
TRACEY'S  LOUNGE,21224,Greektown,2,SOUTHEASTERN,"301 MACON ST
Baltimore, MD
"
TRAVELERS LOUNGE,21224,Holabird Industrial Park,1,SOUTHEASTERN,"6500 HOLABIRD AVE
Baltimore, MD
"
TREMONT GRAND CAF,21202,Downtown,11,CENTRAL,"225 CHARLES ST
Baltimore, MD
"
TREMONT HOTEL/8 EAST RESTAURANT,21202,Downtown,11,CENTRAL,"8 PLEASANT ST
Baltimore, MD
"
TREMONT PLAZA DELI,21202,Downtown,11,CENTRAL,"222 ST PAUL PL
Baltimore, MD
"
TREMPER INC.,21224,Canton,1,SOUTHEASTERN,"3242 FOSTER AVE
Baltimore, MD
"
TRINIDAD ASSOCIATES,21215,Arlington,5,NORTHWESTERN,"5402 PARK HEIGHTS AVE
Baltimore, MD
"
TRIP PLACE,21201,Charles North,12,CENTRAL,"1813 CHARLES ST
Baltimore, MD
"
TROPICAL TASTE RESTAURANT,21215,Woodmere,6,NORTHWESTERN,"5205 REISTERSTOWN RD
Baltimore, MD
"
TRUFFLES & TEA,21210,Cross Keys,6,NORTHERN,"5100 FALLS RD
Baltimore, MD
"
TRUST CHINESE RESTAURANT,21230,Washington Village,11,SOUTHERN,"758 WASHINGTON BLVD
Baltimore, MD
"
TSUNAMI BALTIMORE,21213,Little Italy,1,SOUTHEASTERN,"1300 BANK ST
Baltimore, MD
"
TUG'S RESTAURANT-TREMONT PLAZA HOTEL,21202,Downtown,11,CENTRAL,"222 ST PAUL PL
Baltimore, MD
"
TURF BAR & LOUNGE,21201,Downtown,11,CENTRAL,"226 FAYETTE ST
Baltimore, MD
"
TURNER'S CAFE,21230,Federal Hill,10,SOUTHERN,"12 CROSS st
Baltimore, MD
"
TURNTABLE LIMITED,21205,Middle East,13,EASTERN,"2139 JEFFERSON ST
Baltimore, MD
"
TWINS SUBWAY,21201,Downtown,11,CENTRAL,"1 HOWARD ST
Baltimore, MD
"
TWO SISTERS GRILLE,21218,Charles Village,7,NORTHERN,"127 27TH ST
Baltimore, MD
"
"TYSON PLACE, INC.  ( A.K.A 227 W CHASE ST)",21201,Mid-Town Belvedere,11,CENTRAL,"870 PARK AVE
Baltimore, MD
"
Tyson's Tavern,21231,Canton,1,SOUTHEASTERN,"2112 FLEET ST
Baltimore, MD
"
TYSON'S TAVERN,21231,Canton,1,SOUTHEASTERN,"2112 FLEET ST
Baltimore, MD
"
UNCLE LEE'S AT THE HARBOR,21202,Downtown,11,CENTRAL,"44 SOUTH ST
Baltimore, MD
"
UNCLE WALT'S PLACE,21230,Morrell Park,10,SOUTHWESTERN,"2351 WASHINGTON BLVD
Baltimore, MD
"
UNION HOLDING COMPANY,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"550 DUNDALK AVE
Baltimore, MD
"
UNITED AUTO WORKERS HOLDING COMPANY,21224,Greektown,1,SOUTHEASTERN,"1010 OLDHAM ST
Baltimore, MD
"
UNIVERSAL SOCIAL CLUB,21205,Middle East,13,EASTERN,"2253 MC ELDERRY ST
Baltimore, MD
"
UPPER DECK,21201,Downtown,11,CENTRAL,"34 eutaw st
Baltimore, MD
"
V I P CITY  (1833-35),21223,Carrollton Ridge,9,SOUTHERN,"1833 PRATT ST
Baltimore, MD
"
v.f.w. post 2916,21225,Brooklyn,10,SOUTHERN,"601 patapsco ave
Baltimore, MD
"
"VACCARO'S ITALIAN PASTRY SHOP, INC.",21202,Little Italy,1,SOUTHEASTERN,"222 ALBEMARLE ST
Baltimore, MD
"
"VALENTINO'S RESTAURANT,INC",21214,Westfield,3,NORTHEASTERN,"6627 HARFORD RD
Baltimore, MD
"
VELLEGGIA'S ITALIAN SEAFOOD RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"204 HIGH ST
Baltimore, MD
"
VENICE TAVERN,21224,Highlandtown,1,SOUTHEASTERN,"339 CONKLING ST
Baltimore, MD
"
"VENUS PIZZERIA, INC.",21218,Guilford,14,NORTHERN,"3713 GREENMOUNT AVE
Baltimore, MD
"
VERNELL'S ICE PARADISE,21217,Sandtown-Winchester,9,WESTERN,"1135 MONROE ST
Baltimore, MD
"
"VFW POST #8509  - DONALD CRUMBLE,TRUSTEE",21202,Greenmount West,12,EASTERN,"335 NORTH AVE
Baltimore, MD
"
VIEN BENIDOS LOS CATRACHOS,21224,Greektown,1,SOUTHEASTERN,"5101 EASTERN AVE
Baltimore, MD
"
VINNY'S  CAFE,21224,Broening Manor,1,SOUTHEASTERN,"6212 HOLABIRD AVE
Baltimore, MD
"
VISION BAR & TAVERN,21224,Kresson,2,SOUTHEASTERN,"110 HAVEN ST
Baltimore, MD
"
VITO'S PIZZA,21212,Cedarcroft,4,NORTHERN,"6304 YORK RD
Baltimore, MD
"
"VULCAN BLAZERS, INC OF BALTIMORE CITY",21215,Liberty Square,7,NORTHWESTERN,"2811 DRUID PARK DR
Baltimore, MD
"
WAGON WHEEL INN,21237,Pulaski Industrial Area,2,SOUTHEASTERN,"823 POINT RD
Baltimore, MD
"
WALT'S INN,21224,Canton,1,SOUTHEASTERN,"3201 O DONNELL ST
Baltimore, MD
"
WAVERLY SOCIAL PLEASURE CLUB,21218,Better Waverly,14,NORTHERN,"920 3OTH ST
Baltimore, MD
"
WEIDOG,21222,Graceland Park,1,SOUTHEASTERN,"6700 GERMAN HILL RD
Baltimore, MD
"
WENDY'S,21223,Millhill,9,SOUTHWESTERN,"2339 FREDERICK AVE
Baltimore, MD
"
WENDY'S,21215,Reisterstown Station,5,NORTHWESTERN,"4200 PATTERSON AVE
Baltimore, MD
"
WENDY'S  RESTAURANT,21201,Upton,11,CENTRAL,"901 McCulloh
Baltimore, MD
"
WENDY'S #166,21224,Joseph Lee,2,SOUTHEASTERN,"6411 EASTERN AVE
Baltimore, MD
"
WENDY'S #87,21218,East Baltimore Midway,12,EASTERN,"2045 HARFORD RD
Baltimore, MD
"
WENDY'S OLD FASHIONED HAMBURGERS #96,21212,Homeland,4,NORTHERN,"5615 YORK RD
Baltimore, MD
"
WENDY'S RESTAURANT,21215,Grove Park,5,NORTHWESTERN,"4410 NORTHERN PKWY
Baltimore, MD
"
WERNER'S RESTAURANT,21202,Downtown,11,CENTRAL,"231 REDWOOD ST
Baltimore, MD
"
WESTSIDE INN,21223,Carrollton Ridge,9,SOUTHWESTERN,"328 BENTALOU ST
Baltimore, MD
"
WHISPERS,21217,Sandtown-Winchester,7,WESTERN,"1811 BAKER ST
Baltimore, MD
"
WHISTLING OYSTER,21231,Fells Point,1,SOUTHEASTERN,"807 BROADWAY
Baltimore, MD
"
WHITTEN'S  (4502-04),21213,Claremont-Freedom,13,NORTHEASTERN,"4502 ERDMAN AVE
Baltimore, MD
"
WHITTEN'S II,21206,Frankford,2,NORTHEASTERN,"5307 BELAIR RD
Baltimore, MD
"
WILSON'S,21214,Lauraville,3,NORTHEASTERN,"4537 HARFORD RD
Baltimore, MD
"
WINDMILL/ MILOS,21224,Greektown,2,SOUTHEASTERN,"4617 EASTERN AVE
Baltimore, MD
"
WINKS HILLTOP GRILL,21224,Canton,1,SOUTHEASTERN,"834 CONKLING ST
Baltimore, MD
"
WINSTON LOUNGE,21205,McElderry Park,13,EASTERN,"2343 MONUMENT ST
Baltimore, MD
"
WOODBERRY KITCHEN,21211,Woodberry,7,NORTHERN,"2010 CLIPPER PARK RD
Baltimore, MD
"
WOODEN NICKLE LOUNGE,21218,East Baltimore Midway,12,EASTERN,"2215 KIRK AVE
Baltimore, MD
"
wozi lounge,21212,Guilford,4,NORTHERN,"4515 YORK RD
Baltimore, MD
"
WYLIE  LIQUORS (3101-03),21215,Central Park Heights,6,NORTHWESTERN,"3101 WYLIE AVE
Baltimore, MD
"
XANADU,21202,Downtown,11,CENTRAL,"10 CALVERT ST
Baltimore, MD
"
XS,21201,Mid-Town Belvedere,12,CENTRAL,"1307 CHARLES ST
Baltimore, MD
"
YELLOW BOWL CAF,21201,Johnston Square,12,EASTERN,"1234 GREENMOUNT AVE
Baltimore, MD
"
YELLOW BOWL RESTAURANT II,21215,Central Park Heights,6,NORTHWESTERN,"5131 PARK HEIGHTS AVE
Baltimore, MD
"
YELLOW DOG TAVERN,21224,Canton,1,SOUTHEASTERN,"700 POTOMAC ST
Baltimore, MD
"
YETI RESTAURANT & CARRYOUT,21212,Rosebank,4,NORTHERN,"5926 YORK RD
Baltimore, MD
"
YORK CLUB TAVERN,21212,Homeland,4,NORTHERN,"5407 YORK RD
Baltimore, MD
"
YOUNG'S PLACE,21231,Middle East,13,SOUTHEASTERN,"2200 FAYETTE ST
Baltimore, MD
"
ZEEBA LOUNGE,21230,Federal Hill,10,SOUTHERN,"916 LIGHT ST
Baltimore, MD
"
ZEN WEST ROADSIDE CANTINA,21212,Rosebank,4,NORTHERN,"5916 YORK RD
Baltimore, MD
"
ZIASCOS,21231,Washington Hill,1,SOUTHEASTERN,"1313 PRATT ST
Baltimore, MD
"
ZINK'S CAF,21213,Belair-Edison,13,NORTHEASTERN,"3300 LAWNVIEW AVE
Baltimore, MD
"
ZISSIMOS BAR,21211,Hampden,7,NORTHERN,"1023 36TH ST
Baltimore, MD
"
ZORBAS,21224,Greektown,2,SOUTHEASTERN,"4710 EASTERN Ave
Baltimore, MD
"
