"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_310151","Published","1978","Americas","Haiti","Both sexes","
33.5
","33.5","","",""
"Children aged <5 years underweight (%)","NLIS_311544","Published","1990","Americas","Haiti","Both sexes","
23.7
","23.7","","",""
"Children aged <5 years underweight (%)","NLIS_311547","Published","1995","Americas","Haiti","Female","
22.7
","22.7","","",""
"Children aged <5 years underweight (%)","NLIS_311547","Published","1995","Americas","Haiti","Male","
25.3
","25.3","","",""
"Children aged <5 years underweight (%)","NLIS_311547","Published","1995","Americas","Haiti","Both sexes","
24.0
","24","","",""
"Children aged <5 years underweight (%)","NLIS_312276","Published","2000","Americas","Haiti","Male","
15.7
","15.7","","",""
"Children aged <5 years underweight (%)","NLIS_312276","Published","2000","Americas","Haiti","Both sexes","
13.9
","13.9","","",""
"Children aged <5 years underweight (%)","NLIS_312276","Published","2000","Americas","Haiti","Female","
12.2
","12.2","","",""
"Children aged <5 years underweight (%)","NLIS_312792","Published","2006","Americas","Haiti","Both sexes","
18.9
","18.9","","",""
"Children aged <5 years underweight (%)","NLIS_312792","Published","2006","Americas","Haiti","Female","
17.4
","17.4","","",""
"Children aged <5 years underweight (%)","NLIS_312792","Published","2006","Americas","Haiti","Male","
20.4
","20.4","","",""
"Children aged <5 years underweight (%)","NLIS_310457","Published","1987","Americas","Honduras","Both sexes","
18.1
","18.1","","",""
"Children aged <5 years underweight (%)","NLIS_311325","Published","1992","Americas","Honduras","Both sexes","
15.8
","15.8","","",""
"Children aged <5 years underweight (%)","NLIS_311614","Published","1994","Americas","Honduras","Both sexes","
16.1
","16.1","","",""
"Children aged <5 years underweight (%)","NLIS_311917","Published","1996","Americas","Honduras","Female","
20.1
","20.1","","",""
"Children aged <5 years underweight (%)","NLIS_311917","Published","1996","Americas","Honduras","Both sexes","
19.2
","19.2","","",""
"Children aged <5 years underweight (%)","NLIS_311917","Published","1996","Americas","Honduras","Male","
18.3
","18.3","","",""
"Children aged <5 years underweight (%)","NLIS_312365","Published","2001","Americas","Honduras","Female","
11.9
","11.9","","",""
"Children aged <5 years underweight (%)","NLIS_312365","Published","2001","Americas","Honduras","Both sexes","
12.5
","12.5","","",""
"Children aged <5 years underweight (%)","NLIS_312365","Published","2001","Americas","Honduras","Male","
13.1
","13.1","","",""
"Children aged <5 years underweight (%)","NLIS_312770","Published","2006","Americas","Honduras","Female","
8.3
","8.3","","",""
"Children aged <5 years underweight (%)","NLIS_312770","Published","2006","Americas","Honduras","Male","
8.9
","8.9","","",""
"Children aged <5 years underweight (%)","NLIS_312770","Published","2006","Americas","Honduras","Both sexes","
8.6
","8.6","","",""
"Children aged <5 years underweight (%)","NLIS_311509","Published","1988","Europe","Hungary","Male","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_311509","Published","1988","Europe","Hungary","Female","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_311509","Published","1988","Europe","Hungary","Both sexes","
2.3
","2.3","","",""
"Children aged <5 years underweight (%)","NLIS_310396","Published","1979","South-East Asia","India","Both sexes","
67.3
","67.3","","",""
"Children aged <5 years underweight (%)","NLIS_310405","Published","1990","South-East Asia","India","Both sexes","
59.5
","59.5","","",""
"Children aged <5 years underweight (%)","NLIS_310387","Published","1992","South-East Asia","India","Both sexes","
56.6
","56.6","","",""
"Children aged <5 years underweight (%)","NLIS_311549","Published","1993","South-East Asia","India","Female","
48.8
","48.8","","",""
"Children aged <5 years underweight (%)","NLIS_311549","Published","1993","South-East Asia","India","Both sexes","
50.7
","50.7","","",""
"Children aged <5 years underweight (%)","NLIS_311549","Published","1993","South-East Asia","India","Male","
52.4
","52.4","","",""
"Children aged <5 years underweight (%)","NLIS_311923","Published","1997","South-East Asia","India","Both sexes","
41.1
","41.1","","",""
"Children aged <5 years underweight (%)","NLIS_312180","Published","1999","South-East Asia","India","Both sexes","
44.4
","44.4","","",""
"Children aged <5 years underweight (%)","NLIS_312180","Published","1999","South-East Asia","India","Male","
45.0
","45","","",""
"Children aged <5 years underweight (%)","NLIS_312180","Published","1999","South-East Asia","India","Female","
43.8
","43.8","","",""
"Children aged <5 years underweight (%)","NLIS_312799","Published","2006","South-East Asia","India","Female","
43.9
","43.9","","",""
"Children aged <5 years underweight (%)","NLIS_312799","Published","2006","South-East Asia","India","Male","
43.1
","43.1","","",""
"Children aged <5 years underweight (%)","NLIS_312799","Published","2006","South-East Asia","India","Both sexes","
43.5
","43.5","","",""
"Children aged <5 years underweight (%)","NLIS_310421","Published","1987","South-East Asia","Indonesia","Both sexes","
35.9
","35.9","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1989","South-East Asia","Indonesia","Both sexes","
31.0
","31","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1989","South-East Asia","Indonesia","Male","
36.4
","36.4","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1989","South-East Asia","Indonesia","Female","
25.4
","25.4","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1992","South-East Asia","Indonesia","Male","
33.6
","33.6","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1992","South-East Asia","Indonesia","Female","
26.0
","26","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1992","South-East Asia","Indonesia","Both sexes","
29.8
","29.8","","",""
"Children aged <5 years underweight (%)","NLIS_311828","Published","1995","South-East Asia","Indonesia","Male","
29.5
","29.5","","",""
"Children aged <5 years underweight (%)","NLIS_311828","Published","1995","South-East Asia","Indonesia","Female","
25.2
","25.2","","",""
"Children aged <5 years underweight (%)","NLIS_311745","Published","1995","South-East Asia","Indonesia","Both sexes","
30.3
","30.3","","",""
"Children aged <5 years underweight (%)","NLIS_311828","Published","1995","South-East Asia","Indonesia","Both sexes","
27.4
","27.4","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1998","South-East Asia","Indonesia","Female","
22.8
","22.8","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1998","South-East Asia","Indonesia","Male","
28.6
","28.6","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1998","South-East Asia","Indonesia","Both sexes","
25.8
","25.8","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1999","South-East Asia","Indonesia","Both sexes","
22.8
","22.8","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1999","South-East Asia","Indonesia","Female","
21.1
","21.1","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","1999","South-East Asia","Indonesia","Male","
24.4
","24.4","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Published","2000","South-East Asia","Indonesia","Female","
23.8
","23.8","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Published","2000","South-East Asia","Indonesia","Both sexes","
24.8
","24.8","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","2000","South-East Asia","Indonesia","Male","
24.7
","24.7","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","2000","South-East Asia","Indonesia","Female","
18.4
","18.4","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Published","2000","South-East Asia","Indonesia","Male","
25.7
","25.7","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Published","2000","South-East Asia","Indonesia","Both sexes","
21.7
","21.7","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Published","2001","South-East Asia","Indonesia","Both sexes","
23.4
","23.4","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Published","2001","South-East Asia","Indonesia","Female","
20.3
","20.3","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Published","2001","South-East Asia","Indonesia","Male","
24.4
","24.4","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Published","2001","South-East Asia","Indonesia","Female","
22.4
","22.4","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Published","2001","South-East Asia","Indonesia","Both sexes","
21.6
","21.6","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Published","2001","South-East Asia","Indonesia","Male","
22.9
","22.9","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Published","2002","South-East Asia","Indonesia","Female","
20.7
","20.7","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Published","2002","South-East Asia","Indonesia","Male","
25.2
","25.2","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Published","2002","South-East Asia","Indonesia","Both sexes","
23.0
","23","","",""
"Children aged <5 years underweight (%)","NLIS_312795","Published","2003","South-East Asia","Indonesia","Female","
20.6
","20.6","","",""
"Children aged <5 years underweight (%)","NLIS_312795","Published","2003","South-East Asia","Indonesia","Both sexes","
23.1
","23.1","","",""
"Children aged <5 years underweight (%)","NLIS_312795","Published","2003","South-East Asia","Indonesia","Male","
25.5
","25.5","","",""
"Children aged <5 years underweight (%)","NLIS_312797","Published","2004","South-East Asia","Indonesia","Male","
20.7
","20.7","","",""
"Children aged <5 years underweight (%)","NLIS_312797","Published","2004","South-East Asia","Indonesia","Female","
18.7
","18.7","","",""
"Children aged <5 years underweight (%)","NLIS_312797","Published","2004","South-East Asia","Indonesia","Both sexes","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_312796","Published","2005","South-East Asia","Indonesia","Both sexes","
24.4
","24.4","","",""
"Children aged <5 years underweight (%)","NLIS_312796","Published","2005","South-East Asia","Indonesia","Male","
26.9
","26.9","","",""
"Children aged <5 years underweight (%)","NLIS_312796","Published","2005","South-East Asia","Indonesia","Female","
21.9
","21.9","","",""
"Children aged <5 years underweight (%)","NLIS_312916","Published","2007","South-East Asia","Indonesia","Male","
20.7
","20.7","","",""
"Children aged <5 years underweight (%)","NLIS_312916","Published","2007","South-East Asia","Indonesia","Female","
18.6
","18.6","","",""
"Children aged <5 years underweight (%)","NLIS_312916","Published","2007","South-East Asia","Indonesia","Both sexes","
19.6
","19.6","","",""
"Children aged <5 years underweight (%)","NLIS_311507","Published","1995","Eastern Mediterranean","Iran (Islamic Republic of)","Both sexes","
13.8
","13.8","","",""
"Children aged <5 years underweight (%)","NLIS_312079","Published","1998","Eastern Mediterranean","Iran (Islamic Republic of)","Both sexes","
9.5
","9.5","","",""
"Children aged <5 years underweight (%)","NLIS_313120","Published","2004","Eastern Mediterranean","Iran (Islamic Republic of)","Both sexes","
4.6
","4.6","","",""
"Children aged <5 years underweight (%)","NLIS_310456","Published","1991","Eastern Mediterranean","Iraq","Both sexes","
10.4
","10.4","","",""
"Children aged <5 years underweight (%)","NLIS_312414","Published","2000","Eastern Mediterranean","Iraq","Both sexes","
12.9
","12.9","","",""
"Children aged <5 years underweight (%)","NLIS_312414","Published","2000","Eastern Mediterranean","Iraq","Male","
13.9
","13.9","","",""
"Children aged <5 years underweight (%)","NLIS_312414","Published","2000","Eastern Mediterranean","Iraq","Female","
11.9
","11.9","","",""
"Children aged <5 years underweight (%)","NLIS_313090","Published","2003","Eastern Mediterranean","Iraq","Both sexes","
10.1
","10.1","","",""
"Children aged <5 years underweight (%)","NLIS_313091","Published","2004","Eastern Mediterranean","Iraq","Both sexes","
8.0
","8","","",""
"Children aged <5 years underweight (%)","NLIS_312825","Published","2006","Eastern Mediterranean","Iraq","Both sexes","
7.1
","7.1","","",""
"Children aged <5 years underweight (%)","NLIS_312825","Published","2006","Eastern Mediterranean","Iraq","Male","
7.7
","7.7","","",""
"Children aged <5 years underweight (%)","NLIS_312825","Published","2006","Eastern Mediterranean","Iraq","Female","
6.6
","6.6","","",""
"Children aged <5 years underweight (%)","NLIS_310274","Published","1977","Europe","Italy","Both sexes","
1.3
","1.3","","",""
"Children aged <5 years underweight (%)","NLIS_310212","Published","1978","Americas","Jamaica","Both sexes","
8.1
","8.1","","",""
"Children aged <5 years underweight (%)","NLIS_310422","Published","1989","Americas","Jamaica","Both sexes","
6.3
","6.3","","",""
"Children aged <5 years underweight (%)","NLIS_311585","Published","1991","Americas","Jamaica","Both sexes","
4.0
","4","","",""
"Children aged <5 years underweight (%)","NLIS_311586","Published","1992","Americas","Jamaica","Both sexes","
7.0
","7","","",""
"Children aged <5 years underweight (%)","NLIS_311587","Published","1993","Americas","Jamaica","Both sexes","
8.9
","8.9","","",""
"Children aged <5 years underweight (%)","NLIS_311604","Published","1994","Americas","Jamaica","Both sexes","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_311604","Published","1994","Americas","Jamaica","Male","
5.4
","5.4","","",""
