"Indicator","Data Source","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_311509","Hungary","Female","1988","Europe","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311509","Hungary","Both sexes","1988","Europe","2.3","2.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311509","Hungary","Male","1988","Europe","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310396","India","Both sexes","1979","South-East Asia","67.3","67.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310405","India","Both sexes","1990","South-East Asia","59.5","59.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310387","India","Both sexes","1992","South-East Asia","56.6","56.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311549","India","Both sexes","1993","South-East Asia","50.7","50.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311549","India","Female","1993","South-East Asia","48.8","48.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311549","India","Male","1993","South-East Asia","52.4","52.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311923","India","Both sexes","1997","South-East Asia","41.1","41.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312180","India","Both sexes","1999","South-East Asia","44.4","44.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312180","India","Female","1999","South-East Asia","43.8","43.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312180","India","Male","1999","South-East Asia","45.0","45.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312799","India","Female","2006","South-East Asia","43.9","43.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312799","India","Male","2006","South-East Asia","43.1","43.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312799","India","Both sexes","2006","South-East Asia","43.5","43.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310421","Indonesia","Both sexes","1987","South-East Asia","35.9","35.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Both sexes","1989","South-East Asia","31.0","31.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Male","1989","South-East Asia","36.4","36.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Female","1989","South-East Asia","25.4","25.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Male","1992","South-East Asia","33.6","33.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Female","1992","South-East Asia","26.0","26.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Both sexes","1992","South-East Asia","29.8","29.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311828","Indonesia","Male","1995","South-East Asia","29.5","29.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311828","Indonesia","Both sexes","1995","South-East Asia","27.4","27.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311828","Indonesia","Female","1995","South-East Asia","25.2","25.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311745","Indonesia","Both sexes","1995","South-East Asia","30.3","30.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Both sexes","1998","South-East Asia","25.8","25.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Female","1998","South-East Asia","22.8","22.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Male","1998","South-East Asia","28.6","28.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Both sexes","1999","South-East Asia","22.8","22.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Male","1999","South-East Asia","24.4","24.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Female","1999","South-East Asia","21.1","21.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Male","2000","South-East Asia","24.7","24.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Indonesia","Female","2000","South-East Asia","23.8","23.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Indonesia","Male","2000","South-East Asia","25.7","25.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Female","2000","South-East Asia","18.4","18.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Indonesia","Both sexes","2000","South-East Asia","24.8","24.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312371","Indonesia","Both sexes","2000","South-East Asia","21.7","21.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Indonesia","Male","2001","South-East Asia","22.9","22.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Indonesia","Female","2001","South-East Asia","22.4","22.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Indonesia","Both sexes","2001","South-East Asia","21.6","21.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Indonesia","Male","2001","South-East Asia","24.4","24.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Indonesia","Female","2001","South-East Asia","20.3","20.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312794","Indonesia","Both sexes","2001","South-East Asia","23.4","23.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Indonesia","Male","2002","South-East Asia","25.2","25.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Indonesia","Female","2002","South-East Asia","20.7","20.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312535","Indonesia","Both sexes","2002","South-East Asia","23.0","23.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312795","Indonesia","Female","2003","South-East Asia","20.6","20.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312795","Indonesia","Both sexes","2003","South-East Asia","23.1","23.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312795","Indonesia","Male","2003","South-East Asia","25.5","25.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312797","Indonesia","Female","2004","South-East Asia","18.7","18.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312797","Indonesia","Both sexes","2004","South-East Asia","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312797","Indonesia","Male","2004","South-East Asia","20.7","20.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312796","Indonesia","Male","2005","South-East Asia","26.9","26.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312796","Indonesia","Both sexes","2005","South-East Asia","24.4","24.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312796","Indonesia","Female","2005","South-East Asia","21.9","21.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312916","Indonesia","Male","2007","South-East Asia","20.7","20.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312916","Indonesia","Both sexes","2007","South-East Asia","19.6","19.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312916","Indonesia","Female","2007","South-East Asia","18.6","18.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311507","Iran (Islamic Republic of)","Both sexes","1995","Eastern Mediterranean","13.8","13.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312079","Iran (Islamic Republic of)","Both sexes","1998","Eastern Mediterranean","9.5","9.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313120","Iran (Islamic Republic of)","Both sexes","2004","Eastern Mediterranean","4.6","4.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310456","Iraq","Both sexes","1991","Eastern Mediterranean","10.4","10.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312414","Iraq","Both sexes","2000","Eastern Mediterranean","12.9","12.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312414","Iraq","Male","2000","Eastern Mediterranean","13.9","13.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312414","Iraq","Female","2000","Eastern Mediterranean","11.9","11.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313090","Iraq","Both sexes","2003","Eastern Mediterranean","10.1","10.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313091","Iraq","Both sexes","2004","Eastern Mediterranean","8.0","8.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312825","Iraq","Female","2006","Eastern Mediterranean","6.6","6.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312825","Iraq","Both sexes","2006","Eastern Mediterranean","7.1","7.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312825","Iraq","Male","2006","Eastern Mediterranean","7.7","7.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310274","Italy","Both sexes","1977","Europe","1.3","1.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310212","Jamaica","Both sexes","1978","Americas","8.1","8.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310422","Jamaica","Both sexes","1989","Americas","6.3","6.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311585","Jamaica","Both sexes","1991","Americas","4.0","4.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311586","Jamaica","Both sexes","1992","Americas","7.0","7.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311587","Jamaica","Both sexes","1993","Americas","8.9","8.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311604","Jamaica","Both sexes","1994","Americas","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311604","Jamaica","Female","1994","Americas","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311604","Jamaica","Male","1994","Americas","5.4","5.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312045","Jamaica","Both sexes","1995","Americas","4.0","4.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312045","Jamaica","Female","1995","Americas","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312045","Jamaica","Male","1995","Americas","5.0","5.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312046","Jamaica","Both sexes","1996","Americas","5.6","5.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312046","Jamaica","Male","1996","Americas","6.7","6.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312046","Jamaica","Female","1996","Americas","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312047","Jamaica","Female","1997","Americas","3.2","3.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312047","Jamaica","Male","1997","Americas","3.7","3.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312047","Jamaica","Both sexes","1997","Americas","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312317","Jamaica","Male","1998","Americas","4.1","4.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312317","Jamaica","Female","1998","Americas","2.6","2.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312317","Jamaica","Both sexes","1998","Americas","3.4","3.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312364","Jamaica","Both sexes","1999","Americas","2.3","2.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312364","Jamaica","Male","1999","Americas","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312364","Jamaica","Female","1999","Americas","2.5","2.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312773","Jamaica","Both sexes","2000","Americas","3.8","3.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312773","Jamaica","Female","2000","Americas","3.0","3.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312773","Jamaica","Male","2000","Americas","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312774","Jamaica","Both sexes","2001","Americas","4.1","4.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312774","Jamaica","Male","2001","Americas","5.5","5.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312774","Jamaica","Female","2001","Americas","2.7","2.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312775","Jamaica","Male","2002","Americas","2.5","2.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312775","Jamaica","Both sexes","2002","Americas","2.6","2.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312775","Jamaica","Female","2002","Americas","2.6","2.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312776","Jamaica","Both sexes","2004","Americas","3.1","3.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312776","Jamaica","Male","2004","Americas","3.9","3.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312776","Jamaica","Female","2004","Americas","2.4","2.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312909","Jamaica","Both sexes","2006","Americas","4.6","4.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312910","Jamaica","Both sexes","2007","Americas","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310325","Japan","Both sexes","1981","Western Pacific","3.2","3.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310364","Jordan","Female","1990","Eastern Mediterranean","4.4","4.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310364","Jordan","Both sexes","1990","Eastern Mediterranean","4.8","4.80000","","",""
